	github_urls	creation_date	stars	num_contributors	num_commits
728	jakebelew/gated-pixel-cnn	2017-02-26T21:41:41Z	22	1	2
729	dojoteef/dvae	2017-02-04T17:01:51Z	23	1	2
730	ftokarev/tf-adain	2017-08-07T14:58:33Z	49	2	6
731	cutlass90/grad-cam-tensorflow	2017-02-13T11:37:30Z	1	1	4
732	arberzela/imagenet32-tensorflow	2017-12-15T15:49:19Z	2	1	5
733	dot27/temporal-tessellation	2016-12-14T15:15:18Z	58	1	18
734	jinyanxu/resnet_cifar-10_tensorflow	2017-12-19T06:16:20Z	1	2	16
735	xlmou/semantic-segmentation-tensorflow	2018-12-07T03:31:16Z	1	1	26
736	cydonia999/grad-cam-in-tensorflow	2018-05-13T08:06:51Z	18	1	7
737	nnuyi/srgan	2017-12-17T13:18:29Z	40	1	26
738	versechow/segnet_tensorflow	2017-07-03T19:53:26Z	2	1	31
739	zhyj3038/traffic_detection_yolo2	2017-09-07T03:26:48Z	8	1	6
740	vainf/neural-style-transfer-gatys	2018-05-22T15:56:25Z	6	1	26
741	google/ffn	2017-11-10T19:13:38Z	228	5	50
742	lzane/siamfc-tf	2018-06-04T05:23:15Z	20	3	26
743	mlearing/tensorflow-pyramidbox	2019-01-05T13:05:21Z	1	1	3
744	mlearing/tensorflow-deeplab-v3	2018-12-01T03:13:35Z	3	1	1
745	lapis-hong/wide-resdnn	2018-03-23T09:37:00Z	62	1	27
746	geeklib/facenet	2017-04-29T10:35:29Z	3	1	1
747	olekristensen/fast-style-transfer	2017-05-29T11:31:23Z	4	11	46
748	sarslancs/graph_saliency_maps	2018-09-14T10:05:05Z	24	1	50
749	markojerkic/tensorflow_style_transfer	2018-01-26T19:28:42Z	4	1	9
750	jiangqh/style-transfer-in-tensorflow	2017-02-24T05:38:21Z	4	1	48
751	ly-atdawn/show-and-tell	2017-10-13T12:33:02Z	4	1	15
752	macwinwin/deep-model-transfer	2018-04-23T03:23:30Z	32	1	14
753	markdtw/temperature-scaling-tensorflow	2018-06-16T09:57:56Z	13	1	1
754	xingjunm/lid_adversarial_subspace_detection	2017-10-27T05:21:38Z	64	1	17
755	mr-woeng/cifar-model-tensorflow	2018-11-08T09:21:19Z	3	1	50
756	labsix/adversarial-logit-pairing-analysis	2018-07-17T23:49:11Z	49	30	2599
757	capslockor/mtcnn-tensorflow	2018-03-12T02:57:24Z	1	1	11
758	cjratcliff/variational-dropout	2017-06-05T13:52:47Z	15	1	17
759	loliverhennigh/ultrasound-nerve-segmentation-in-tensorflow	2016-07-20T01:07:02Z	5	1	14
760	fullfanta/multimodal_transfer	2017-04-06T07:19:21Z	27	1	5
761	tonitick/ar-cnn	2017-05-19T12:55:13Z	20	1	9
762	lwchen6309/unsupervised-image-segmentation-by-wnet-with-normalizedcut	2018-08-25T07:32:40Z	49	1	32
763	mohamedkeid/style-transfer-algorithm	2016-12-24T00:04:07Z	10	1	33
764	daniel-ai/tf-style-transfer	2016-10-24T07:15:45Z	4	2	34
765	dbusbridge/tf-best-practices	2017-11-22T09:51:20Z	9	1	23
766	lzx551402/geodesc	2018-07-10T02:52:59Z	153	1	10
767	tropcomplique/light-head-rcnn	2018-06-27T21:13:31Z	24	1	44
768	koichiro11/residual-attention-network	2017-08-29T05:34:42Z	93	1	62
769	andersonjo/global-average-pooling	2017-11-08T15:24:09Z	15	1	4
770	ruohanw/magan	2017-04-14T15:13:51Z	9	1	1
771	akaraspt/deepsleepnet	2017-05-28T13:28:49Z	149	1	20
772	junbinwang/tensorflow-style-transfer-with-adain	2018-05-31T13:28:51Z	14	1	22
773	aichitudou/yolo_tensorflow_car	2017-11-18T08:21:47Z	1	1	2
774	mlearing/tensorflow-yolo-v1	2018-10-07T02:03:42Z	2	1	3
775	zhyj3038/pymdnet	2017-09-29T08:50:42Z	12	1	13
776	akshaybahadur21/autopilot	2018-07-07T12:21:17Z	279	1	13
777	csehong/sspp-dan	2017-05-29T01:36:56Z	32	1	31
778	hfawaz/dl-4-tsc	2018-09-10T08:22:38Z	445	5	23
779	sunnerli/rir-tensorflow	2017-09-13T01:49:45Z	3	1	8
780	conan7882/vgg-cifar-tf	2017-09-29T19:48:01Z	8	1	57
781	automan000/deeplab_v1_tf1.0	2017-04-27T02:57:56Z	8	1	35
782	sebasvega95/neural-style-transfer	2018-06-25T21:21:51Z	4	1	5
783	episci/safeai	2018-10-09T14:03:04Z	12	6	160
784	vladislavprh/mdr	2017-08-19T10:36:11Z	9	1	15
785	nnuyi/mobilenet_v2	2018-05-05T00:46:24Z	3	1	35
786	vohoaiviet/r2cnn_fpn_tensorflow	2018-03-23T02:09:06Z	0	1	113
787	yuanyuanli85/fashionai_keypoint_detection_challenge_keras	2018-05-24T08:01:03Z	129	1	13
788	leeyoshinari/yolo_v1	2018-04-16T01:47:20Z	3	1	21
789	hsddlz/faster-ctpn	2018-12-13T02:50:36Z	179	1	8
790	lewuathe/tensorflow-styletransfer	2017-06-11T13:30:17Z	1	1	2
791	kakugawa/metalcnnweights	2016-10-28T23:13:33Z	36	1	1
792	johnnylu305/simple-does-it-weakly-supervised-instance-and-semantic-segmentation	2018-07-03T19:46:46Z	35	1	94
793	michigancog/m-pact	2018-04-16T21:28:10Z	77	2	453
794	softwaregift/mvsnet	2018-07-06T12:20:26Z	8	1	4
795	sthalles/dense-net	2017-07-24T18:57:06Z	9	1	19
796	mtreml/squeezenet	2017-02-14T15:06:47Z	7	2	5
797	iwyoo/tf_conv_cosnorm	2017-02-27T04:29:43Z	3	2	4
798	chshin10/epinet	2018-03-26T09:20:47Z	44	1	50
799	browningwan/fast-neural-style-android-app	2018-03-31T14:24:37Z	21	1	32
800	mks0601/tf-simplehumanpose	2019-01-04T16:49:08Z	234	2	59
801	kleinyuan/tf-segmentation	2018-02-01T07:02:20Z	11	1	22
802	superlich7/fasterrcnntf_icpr2018	2018-05-20T07:55:52Z	15	1	10
803	gyiming/mobileslam	2018-10-05T04:13:24Z	2	5	38
804	seokjuns/hide-and-seek-tensorflow	2017-12-01T13:04:06Z	2	1	37
805	tegusi/rgcnn	2018-07-05T11:27:50Z	39	1	7
806	alisure-ml/semantic-segmentation-dilatedconvolution	2017-12-24T04:17:54Z	9	1	1
807	lyj8330328/object-detection	2018-03-01T06:45:25Z	15	1	2
808	datlife/steering-model	2017-04-24T17:48:08Z	4	1	6
809	johnmartinsson/bird-species-classification	2016-11-01T13:21:48Z	52	2	337
810	watsonyanghx/resnet	2017-04-16T10:24:23Z	1	1	14
811	hodgka/pixel-recursive-super-resolution	2017-02-23T10:14:03Z	3	1	17
812	christiankaiser/segnet.tf	2018-02-26T06:41:58Z	1	1	1
813	silburt/deepmoon	2017-11-25T20:46:11Z	57	2	96
814	ishmav16/dual-cnn-models-for-unsupervised-monocular-depth-estimation	2018-04-18T08:44:54Z	34	1	11
815	jinnovation/derain-net	2017-06-07T21:46:03Z	15	2	54
816	daniel985/mobilenet4segmentation	2017-08-03T06:56:58Z	5	1	6
817	tommoral/adaptiveoptim	2016-07-14T09:49:02Z	15	1	28
818	lesliezhoa/tensorflow-yolo1	2018-11-11T02:28:14Z	93	1	15
819	tchaton/deeplda	2018-05-31T07:50:10Z	2	1	5
820	jhb86253817/tf-re-id	2017-06-27T13:20:58Z	26	1	15
821	shakarim94/net-sure	2018-12-11T16:45:59Z	28	1	8
822	nikhilmaram/show_and_tell	2018-03-17T16:49:55Z	43	1	23
823	penny4860/kitti-road-semantic-segmentation	2018-02-02T11:48:08Z	16	3	147
824	fensichen/faster-rcnn-tf	2017-09-12T17:36:22Z	6	1	4
825	ywiyogo/squeezenet	2017-09-20T09:04:39Z	1	2	18
826	yellowpig-zp/neural-style	2018-06-29T06:56:56Z	3	1	27
827	creoin/tensorflow_cnn_fine-tuning	2017-11-15T05:58:34Z	2	1	1
828	tongxyh/maskrcnn	2018-03-01T08:14:28Z	1	1	40
829	qhan1028/fully-convolutional-networks	2017-07-12T02:47:49Z	32	1	34
830	imatge-upc/3d-gan-superresolution	2018-06-18T10:36:26Z	79	2	13
831	srebuffi/icarl	2017-03-30T15:40:54Z	102	3	13
832	hovinh/decnn	2017-09-26T10:17:04Z	6	1	11
833	qiaohan/object_detection	2016-10-25T07:26:43Z	4	1	14
834	wangxianliang/shufflenet_v2_tensorflow	2018-08-06T06:59:58Z	3	1	2
835	zqdeeplearning/ssd-tf	2018-01-02T15:51:11Z	0	1	2
836	alldbi/flm	2018-09-24T17:14:58Z	14	1	37
837	rmkemker/earthmapper	2018-02-26T13:25:03Z	59	2	32
838	pourabkarchaudhuri/unsupervised-clustering-faces-tensorflow	2018-07-27T15:44:19Z	3	2	22
839	rongpeng-lin/pconv_in_tf	2018-08-03T14:01:41Z	23	1	10
840	jpmcd/tensorflow-knowledgedistillation	2017-12-20T20:01:38Z	3	1	2
841	jackie840129/texture_synthesis_with_tensorflow	2016-07-04T13:26:45Z	2	1	21
842	selinafelton/lightfacenet	2018-08-04T10:56:29Z	27	1	19
843	auroua/l_softmax_tensorflow	2017-11-20T15:02:21Z	20	1	4
844	shyamsn97/neuralstyletensorflow	2018-07-26T16:17:38Z	1	1	14
845	breadbread1984/c3d	2018-07-08T02:22:55Z	12	1	13
846	jaesik817/nips17_adv_attack	2017-10-25T23:38:34Z	10	1	7
847	heartkilla/yolo-v3	2018-11-23T15:46:46Z	87	1	33
848	bharat-rajani/object-detection-with-yolo-and-tensorflow	2018-03-29T20:01:30Z	3	1	1
849	evtimovi/robust_physical_perturbations	2018-04-07T20:52:20Z	35	2	12
850	kangxue/p2p-net	2018-05-12T13:04:28Z	31	1	32
851	alisure-ml/capsnet	2017-11-15T03:16:13Z	9	1	11
852	rickyhong/tensorflow-docu-reg-repl	2018-04-06T03:20:58Z	1	1	79
853	adodd202/kaggle-statoil-challenge	2017-11-19T19:37:01Z	4	1	122
854	kshmelkov/incremental_detectors	2018-06-22T18:31:07Z	48	2	4
855	kitsune999/optical-flow-guided-feature	2018-07-09T02:52:47Z	21	1	1
856	pby5/tensorflow_object_tracking_video	2016-07-22T05:34:39Z	2	1	55
857	marian-margeta/gait-recognition	2017-05-03T01:21:15Z	222	1	27
858	hungsing92/canshi	2017-07-27T01:48:02Z	4	1	36
859	phraust1612/cifar100challenge	2017-04-05T10:49:26Z	2	1	1
860	hiwonjoon/tf-frrn	2017-11-15T18:19:10Z	40	1	8
861	hzy46/faster-rcnn	2017-03-27T12:37:54Z	8	3	30
862	liuhuiwisdom/object_detection	2016-11-20T03:49:28Z	3	1	2
863	junshengfu/driving-behavioral-cloning	2017-02-15T07:14:29Z	8	1	35
864	conan7882/neural-style-tf	2017-10-29T20:55:01Z	6	1	57
865	olafenwamoses/idenprof	2018-04-30T17:58:54Z	114	3	78
866	shenyuanyuan/imsat	2018-04-29T13:08:18Z	5	1	3
867	zhuxinqimac/b-cnn	2017-10-05T06:43:54Z	27	1	11
868	dubvulture/tensor_fcn	2017-08-15T20:08:38Z	3	1	23
869	robotlocomotion/labelfusion	2017-07-07T10:06:30Z	187	7	250
870	google/differentiable-atomistic-potentials	2018-01-23T19:31:50Z	41	1	102
871	keithyin/faster-rcnn_tfpy2	2017-06-28T10:53:49Z	5	1	2
872	humanity123/deep_image_styler	2017-07-24T11:55:14Z	4	1	13
873	pfcm/sonnet-mobilenet	2017-04-21T02:36:15Z	3	1	2
874	at553/tfdepth	2016-05-27T09:01:03Z	4	1	13
875	roganinglis/matrixcapsuleswithemrouting	2017-11-30T20:35:24Z	3	1	47
876	paulemmanuelsotir/nyc_taxitripduration	2017-07-30T21:53:29Z	8	1	59
877	chengpengchen/tf-faster-rcnn-relation-module	2018-06-15T12:36:21Z	3	1	8
878	yuhui-lin/various_residual_networks	2016-10-11T19:54:43Z	4	1	7
879	everfor/neural_artistic_style	2016-11-11T05:12:39Z	4	1	16
880	alexhex7/capsnet_pytorch	2017-11-15T06:02:35Z	4	1	6
881	zehaos/tfstn	2017-04-07T09:12:05Z	5	1	31
882	aparnaakk/neural_style_transfer	2017-09-18T19:12:34Z	4	1	12
883	qixuxiang/mask_rcnn_ros	2018-03-06T08:11:32Z	43	1	10
884	spiglerg/tf_continuallearningviasynapticintelligence	2017-08-02T01:55:27Z	19	1	7
885	evhart/crees	2017-08-07T22:07:23Z	16	1	17
886	danzelmo/mobilenet	2017-06-13T16:28:07Z	4	1	7
887	thensbhasin/dnn_object_detection	2018-07-16T14:56:43Z	14	1	11
888	minhyungcho/riemannian-batch-normalization	2017-10-19T03:49:31Z	13	1	62
889	mborgerding/onsager_deep_learning	2016-12-07T04:31:56Z	43	1	10
890	atomu2014/product-nets-distributed	2017-12-30T13:44:27Z	63	1	80
891	mm1860/densenet_fcn	2018-06-01T06:22:09Z	8	1	52
892	yucicheung/adaptivereconnet	2018-07-01T04:17:00Z	5	1	5
893	lynnho/resnet-tensorflow	2017-10-20T03:32:48Z	3	1	14
894	vijayvee/video-captioning	2017-03-30T14:33:50Z	102	1	35
895	b-schneller/semantic-segmentation-of-retinal-fundus-vasculature	2018-01-26T23:47:59Z	5	1	24
896	ranchmobile/tamil-ai	2017-12-20T22:27:08Z	15	1	53
897	preritj/show_attend_tell	2017-10-05T22:48:52Z	7	1	7
898	kevindubon/steering_model	2017-03-01T03:42:16Z	8	1	32
899	maestrojeong/wgan_gp	2017-07-31T02:33:16Z	2	1	2
900	seanpmorgan/tf-weightnorm	2018-07-24T18:39:56Z	10	1	15
901	anubhav0fnu/synthetic-video-generation-for-autonomous-cars	2018-09-18T15:47:20Z	8	1	23
902	corticph/mstmodel	2017-12-06T04:11:07Z	15	3	10
903	andrewginns/deep-photo-styletransfer-tf_win	2017-10-22T17:40:10Z	3	2	37
904	hoshino042/pointnet_re	2018-10-21T12:24:42Z	1	1	17
905	fdarmon/yolo_adaptation	2017-07-12T07:47:30Z	5	1	12
906	festa78/semseg_tf	2018-03-19T01:56:51Z	2	1	40
907	ex4sperans/ssd	2017-03-01T15:20:21Z	5	1	157
908	abajaj945/ship-detection-using-tensorflow	2018-09-26T17:13:15Z	1	1	29
909	yuluntian/neural_artistic_style	2017-02-18T07:02:04Z	2	1	17
910	noprom/facenet	2017-09-26T08:30:17Z	1	18	487
911	guanfuchen/facenet	2018-11-03T06:03:05Z	3	29	567
912	zengyu714/segmentation	2017-04-06T09:43:24Z	15	1	18
913	changjo/coordconv	2018-07-13T07:44:40Z	5	1	6
914	uscdatascience/img2text	2017-07-09T03:36:20Z	6	2	10
915	irfanicmll/inceptionv2_finetune	2017-12-21T09:31:27Z	4	1	24
916	tandon-a/squeezenet	2018-04-24T09:38:32Z	0	1	8
917	kejie-wang/end-to-end-learning-for-self-driving-cars	2017-12-15T15:19:19Z	22	1	15
918	yipenghu/label-reg	2018-05-31T09:20:33Z	75	1	67
919	lovish1234/yolov1	2017-08-03T13:34:32Z	10	2	36
920	logictensornetworks/logictensornetworks	2018-07-07T20:50:18Z	51	2	41
921	lslcode/ssd_for_tensorflow	2017-11-21T07:51:45Z	88	1	81
922	mlenthusiast/mhcln	2018-04-29T15:29:04Z	15	1	59
923	jarvis73/group_normalization	2018-04-10T14:05:33Z	8	1	10
924	agassi4013/log-densenet-tensorflow	2018-08-02T08:04:11Z	1	1	3
925	guanfuchen/semseg	2017-12-06T04:14:49Z	525	1	116
926	luoru/iresnet-tf	2018-07-06T05:48:16Z	6	1	5
927	meowoodie/imitation-learning-for-point-process	2018-01-09T19:14:21Z	6	1	178
928	mohit-ak/capsnet_notmnist_affnist	2017-11-10T07:13:43Z	1	1	26
929	conan7882/fast-style-transfer-tf	2018-06-22T04:34:44Z	2	1	19
930	zhaofan0622/tf-ssd-vehicledetection	2018-04-16T14:01:35Z	3	1	10
931	vaibhavsaini1996/deep-learning-project	2017-07-09T00:51:13Z	2	1	4
932	matanatz/pcnn	2018-08-05T09:06:53Z	47	2	16
933	ckboss/densenet	2017-03-27T09:32:56Z	1	1	2
934	satyenrajpal/semantic-segmentation-u-net	2017-12-31T04:14:16Z	6	1	30
935	wanjinchang/mtcnn_use_tf_e2e	2018-11-27T08:44:56Z	2	1	18
936	wbaek/tracking_via_colorization	2018-09-08T14:51:34Z	21	1	64
937	rebornhugo/facialattribution	2017-08-28T16:14:26Z	2	2	23
938	kuleshov/convolutional-draw	2017-10-10T00:05:33Z	5	1	10
939	albertogaspar/tf-super_resolution	2018-07-27T13:05:12Z	4	1	5
940	ibm/ead-attack	2018-07-02T04:44:22Z	15	2	14
941	arakhmat/mnist-adversarial-image-generator	2018-02-14T16:19:52Z	2	1	25
942	omerbsezer/neuralstyletransfer	2018-08-05T16:00:27Z	2	1	5
943	visva89/varnetrecon	2018-02-19T16:25:20Z	6	1	7
944	karthkk/fastrcnndetect	2017-02-16T23:59:18Z	5	6	40
945	fengyoung/image_style_tf_py3	2017-06-19T08:52:32Z	1	1	26
946	icml-mcbn/mcbn	2017-10-31T10:38:37Z	36	2	10
947	eglrp/ssd_tensorflow_traffic_sign_detection	2018-05-01T13:12:42Z	17	1	9
948	rlaehgns5399/googlenet-inception-tf	2018-11-01T13:13:08Z	2	2	43
949	datlife/faceid	2018-03-15T02:37:54Z	6	1	2
950	perslev/autofocus-layer-tf	2018-09-25T13:51:45Z	6	1	12
951	tavgreen/image_classification_of_simpsons_dataset	2017-07-01T17:14:13Z	3	1	9
952	sahibdhanjal/mask-rcnn-pedestrian-detection	2018-04-04T23:01:03Z	18	1	17
953	wdczs/improvedorn	2018-08-22T12:35:21Z	11	1	34
954	xiaofengshi/capsnet_notmnist_affnist	2018-03-04T04:12:22Z	1	1	1
955	caomw/tensorseg	2017-01-13T01:10:37Z	1	1	6
956	pisimo/picamnn	2017-02-28T11:23:26Z	94	1	56
957	jalajthanaki/real_time_object_detection_with_yolo	2018-01-09T04:27:14Z	13	1	6
958	zj10/nd-adam	2017-11-11T06:47:04Z	5	1	15
959	bioimageinformatics/tfmodels	2017-12-27T00:55:40Z	3	2	208
960	ioanachelu/neural-art	2016-03-24T04:54:54Z	2	1	24
961	msokoloff1/real-time-style-transfer	2017-01-04T19:46:43Z	6	1	35
962	richmondu/libfaceid	2018-11-30T13:30:51Z	288	1	284
963	kongsea/fpn_tensorflow	2018-02-01T07:42:43Z	62	1	9
964	davidzengming/mnistevol	2017-02-22T02:48:36Z	1	1	49
965	ameroyer/pic	2017-06-06T09:38:26Z	12	1	31
966	tylersco/adapted_deep_embeddings	2018-09-28T02:41:29Z	22	2	11
967	cjratcliff/adaptive-regularization	2017-07-15T09:37:16Z	3	1	13
968	drogen120/oneshottexturesegmentation	2018-09-03T15:37:19Z	7	1	17
969	peace195/multi-column-deep-convolutional-neural-networks	2018-03-06T12:25:26Z	6	1	5
970	ivclab/agegenderlmtcnn	2018-06-08T02:22:34Z	31	1	42
971	mangate/elu_network	2016-10-25T12:46:39Z	3	1	13
972	zoli333/weight-normalization	2018-02-21T22:29:02Z	17	1	34
973	ozgyal/noise-layer-implemantation-on-alexnet	2017-11-29T11:57:35Z	2	1	4
974	pjunhyuk/inception-v3-cifar10	2018-05-19T07:46:50Z	4	1	18
975	nicolefinnie/darkellie	2018-01-13T23:34:59Z	1	27	519
976	hoangtrinh/vehicle_reid_using_fusion_of_multi_features	2018-07-12T12:22:32Z	13	1	16
977	apennisi/faster_rcnn	2017-11-22T10:59:27Z	2	1	6
978	jiangqh/dense-pixel-models-in-tensorflow	2017-04-26T13:26:10Z	1	1	45
979	ranjiewwen/tf_enhancedped	2019-01-02T02:26:57Z	14	1	27
980	yueruchen/resnet	2017-08-14T09:52:37Z	1	1	3
981	ly-atdawn/lightcnn-gluon	2018-03-03T08:39:29Z	3	1	13
982	molyswu/hand_detection	2018-11-29T01:35:59Z	87	1	2
983	siju-samuel/darkflow-yolo	2018-02-02T01:40:02Z	1	26	514
984	sagieppel/focusing-attention-of-fully-convolutional-neural-networks-on-region-of-interest-roi-input-map-	2017-08-19T01:20:01Z	32	1	16
985	garkp/luna16_challange	2017-01-22T20:28:02Z	15	2	21
986	jiweibo/svhn-multi-digit-recognition	2017-12-27T10:47:54Z	13	1	6
987	yuyakanemoto/neural-style-loss	2017-03-16T05:31:02Z	3	1	20
988	tejaslodaya/neural-style-transfer	2017-11-28T06:05:04Z	6	1	8
989	lzhengchun/deep-image-prior-tensorflow	2019-01-03T06:19:09Z	14	1	12
990	tomasreimers/tensorflow-graph-compression	2016-12-31T23:47:51Z	39	1	2
991	mingtaoguo/real-time-arbitrary-style-transfer-adain-tensorflow	2018-02-21T13:21:55Z	15	1	19
992	csnick93/weaklysupervisedlearning	2017-12-10T17:44:01Z	1	1	14
993	wei2624/feature_embed_googlenet	2017-08-29T22:35:30Z	2	1	26
994	tedyun/capsnet	2017-12-07T23:34:00Z	1	1	38
995	zhengyu-li/deep-network-compression-based-on-student-teacher-network-	2018-05-19T05:18:21Z	10	1	34
996	riga/lbn	2018-12-23T15:41:18Z	4	1	31
997	askmuhsin/semantic-seg-drivable-path	2018-05-03T08:07:24Z	1	1	17
998	cyh1112/vgg-transfer-learning	2018-05-25T17:22:51Z	3	1	27
999	human-analysis/tensorflownet	2018-04-10T18:13:53Z	1	2	3
1000	bhairavmehta95/option-critic	2017-10-29T21:40:11Z	4	1	36
1001	zjuzq/learn_openpose_tf	2017-11-19T14:35:22Z	1	1	1
1002	yanx27/fast-style-transfer-tensorflow	2018-05-23T13:16:26Z	2	1	66
1003	ash80/ordinal-pooling-networks	2018-04-05T10:06:14Z	1	1	6
1004	ctuning/ck-tensorflow	2016-08-16T09:33:40Z	86	14	1022
1005	juciny/tfpose	2018-05-30T11:24:46Z	1	1	1
1006	dlforlife/retinanet	2018-01-10T15:46:45Z	5	5	78
1007	seonbeomkim/tensorflow-image-style-transfer	2018-06-15T14:55:53Z	1	1	44
1008	mackcmillion/reslearn	2016-07-27T11:27:09Z	5	1	136
1009	tanukkii007/wavenet	2018-07-29T05:20:54Z	3	1	27
1010	mengqingmeng/facenet	2017-08-10T10:25:55Z	1	17	484
1011	ramakrv/facenet	2017-05-19T08:02:36Z	1	12	433
1012	rtsaad/carnd-semantic-segmentation	2017-11-09T03:16:22Z	1	3	24
1013	kjanjua26/custom_east	2017-09-18T16:39:46Z	3	1	18
1014	ppaga/srgan	2018-02-05T11:02:02Z	0	1	14
1015	soldie/webcam-face-recognition-using-tensorflow-and-opencv	2018-09-19T00:39:41Z	1	1	28
1016	robileo/ladder_network	2018-01-23T11:11:56Z	5	1	10
1017	ftokarev/tf-neural-style	2017-06-21T07:01:33Z	5	1	12
1018	ibm/clever-robustness-score	2018-07-02T04:44:59Z	16	4	42
1019	piyush2896/neural-style-transfer	2017-12-26T10:19:28Z	6	1	18
1020	sjoerdvansteenkiste/binding-tf	2016-10-24T14:37:32Z	1	1	13
1021	nirmorgo/style-transferer	2018-02-01T23:13:05Z	2	1	16
1022	bhneo/capsnet-experiments	2018-03-23T11:56:34Z	2	1	30
1023	dopexxx/facepeeper	2017-02-04T06:05:19Z	3	3	113
1024	amicks/speculator	2017-09-03T17:43:03Z	90	2	160
1025	griffin-han/neural-style-transfer	2018-01-21T14:57:34Z	1	1	6
1026	adler-j/wasserstein_inverse_problems	2017-10-28T13:05:12Z	18	1	5
1027	mingjiang1988/ocr_dl	2018-01-09T15:28:56Z	11	1	4
1028	adrz/movie-posters-convnet	2017-03-28T11:42:21Z	43	1	254
1029	yuto3o/tf-crowdcounting	2018-10-16T03:37:59Z	8	1	11
1030	face-recognition-rkb/facenet_explore	2018-07-04T05:46:21Z	1	1	3
1031	magmatart/tf-domain-transfer-network	2018-01-29T09:37:44Z	1	1	6
1032	alexhex7/faster_r-cnn_pytorch	2017-12-13T11:23:05Z	3	3	35
1033	deep-diver/vgg	2018-08-14T08:20:34Z	4	1	16
1034	msokoloff1/neural-art	2016-12-26T19:20:51Z	3	1	16
1035	blanyal/neural-style	2017-10-21T20:31:43Z	6	1	17
1036	georgesung/behavioral_cloning	2016-12-13T08:13:09Z	18	1	6
1037	hanfeisun/unsupervised-typography-transfer	2017-10-10T23:19:07Z	13	2	43
1038	qnfnwkd/deeppim	2018-01-03T05:44:05Z	5	1	8
1039	saduf/ncs-challenge-submission	2018-02-22T17:53:32Z	1	1	28
1040	festa78/objdet-tf	2018-09-06T04:15:05Z	1	1	19
1041	wuyx/faster-rcnn	2018-05-17T00:53:03Z	0	2	203
1042	wolfapple/carnd-behavioral-cloning-project	2017-01-08T14:57:41Z	5	1	29
1043	sainandan-ramakrishnan/rich-image-captioning-using-attention	2018-01-21T18:57:26Z	1	1	9
1044	rahul411/image-captioning-using-attention	2017-11-23T04:24:47Z	1	1	3
1045	nathanin/tfmodels	2018-02-05T18:30:22Z	1	2	202
1046	leconteur/captionimaging	2015-12-16T19:06:01Z	1	1	10
1047	qq456cvb/collaborative-learning	2018-12-25T11:58:20Z	6	1	5
1048	aminsaied/cornetto	2017-06-28T17:52:37Z	3	1	13
1049	juiceleee/generative_adversarial_networks	2018-04-23T11:22:25Z	1	2	78
1050	priteshgudge/dl-style-transfer	2017-01-28T11:13:26Z	4	7	33
1051	yuexiajiao/faster-rcnn	2018-07-27T07:42:54Z	1	7	49
1052	wuyx/insightface_	2018-12-01T15:24:58Z	1	1	40
1053	anicolson/deepxi	2018-05-25T01:30:27Z	185	2	112
1054	broadinstitute/signatureanalyzer-gpu	2018-10-17T17:31:52Z	26	3	66
1055	ajayaraman/carnd-semanticsegmentation	2017-10-13T01:44:01Z	1	3	12
1056	amiithinks/amii-tf-nn	2017-06-19T16:57:51Z	1	2	48
1057	wuyx/insightface_tf.	2018-12-01T15:01:02Z	1	1	40
1058	sjentzsch/tf_vision	2017-10-03T14:52:29Z	1	1	60
1059	lawliet1718/https-github.com-smallcorgi-faster-rcnn_tf	2018-02-06T03:11:40Z	1	7	49
1060	balena-io-playground/movidius-rpi3-demo	2018-06-27T15:29:48Z	11	1	2
1061	tlokeshkumar/dbpn-tf	2018-08-27T18:31:14Z	9	2	44
1062	afagarap/multilayer-perceptron	2017-10-06T12:50:14Z	2	2	36
1063	agoncharenko1992/fat-fast_adjustable_threshold	2018-11-23T07:01:04Z	17	1	3
1064	keng000/text_detection_ctpn	2018-05-13T09:27:30Z	1	1	11
1065	eyalzk/style_transfer	2017-03-13T17:51:04Z	1	1	102
1066	yash9060/vigilancia	2018-02-03T16:04:45Z	3	3	74
1067	bluedistro/face-recognition	2018-05-01T14:59:14Z	1	1	5
1068	david-cortes/cmfrec	2017-10-03T21:47:47Z	36	1	35
1069	seonbeomkim/tensorflow-matching_networks_for_one_shot_learning	2018-07-27T02:59:24Z	1	1	11
1070	alisure-ml/object-detection-ssd	2018-03-05T15:45:28Z	2	1	26
1071	zhwhong/magic-pixel	2016-10-26T02:53:19Z	1	10	98
1072	jeffrey-ede/electron-micrograph-denoiser	2018-05-29T07:38:24Z	4	1	55
1073	noxouille/rt-mrcnn	2018-10-23T02:16:39Z	28	30	198
1074	alexhagiopol/end-to-end-deep-learning	2017-05-21T22:52:10Z	19	6	115
1075	blasphemyangels/imagecaption	2017-11-02T05:17:26Z	1	1	3
1076	wuyx/mobilefacenet_tf	2018-12-01T15:00:19Z	1	2	18
1077	hms-idac/unet	2017-10-13T18:47:45Z	1	1	9
1078	will-j-gale/gta5-self-driving-car	2018-08-22T12:34:02Z	8	1	10
1079	scottypate/sand-cnn	2018-09-02T14:45:17Z	1	1	6
1080	you-leee/deep-nn-examples	2018-03-10T01:05:06Z	1	1	32
1081	ruiqigao/deformablegenerator	2018-11-03T23:51:43Z	14	1	2
1082	clutariomark/convneuralnetwork	2017-06-26T14:14:48Z	2	1	3
1083	jakobwong/stereomagnification	2018-08-16T00:54:38Z	2	1	2
1084	erdiaker/resnet	2018-12-08T18:47:01Z	1	1	3
1085	murdockhou/lightweight_openpose	2018-12-20T01:29:46Z	147	2	43
